"tagfield","liblibrarian","libopac","repeatable","mandatory","authorised_value","frameworkcode"
"410","v","Volume number/sequential designation","Volume number/sequential designation","0","0","","4","","","","","-6","","","","","9999"
"410","x","International Standard Serial Number","International Standard Serial Number","0","0","","4","","","","","-6","","","","","9999"
"411","4","Relator code","Relator code","1","0","","4","","","","","-6","","","","","9999"
"411","6","Linkage","Linkage","0","0","","4","","","","","-6","","","","","9999"
"411","8","Field link and sequence number","Field link and sequence number","1","0","","4","","","","","-6","","","","","9999"
"411","9","9 (RLIN)","9 (RLIN)","0","0","","4","","","","0","-5","","","","","9999"
"411","a","Meeting name or jurisdiction name as entry element","Meeting name or jurisdiction name as entry element","0","0","","4","","","","","-6","","","","","9999"
"411","b","Number [OBSOLETE]","Number [OBSOLETE]","0","0","","4","","","","","-6","","","","","9999"
"411","c","Location of meeting","Location of meeting","0","0","","4","","","","","-6","","","","","9999"
"411","d","Date of meeting","Date of meeting","0","0","","4","","","","","-6","","","","","9999"
"411","e","Subordinate unit","Subordinate unit","1","0","","4","","","","","-6","","","","","9999"
"411","f","Date of a work","Date of a work","0","0","","4","","","","","-6","","","","","9999"
"411","g","Miscellaneous information","Miscellaneous information","0","0","","4","","","","","-6","","","","","9999"
"411","k","Form subheading","Form subheading","1","0","","4","","","","","-6","","","","","9999"
"411","l","Language of a work","Language of a work","0","0","","4","","","","","-6","","","","","9999"
"411","n","Number of part/section/meeting","Number of part/section/meeting","1","0","","4","","","","","-6","","","","","9999"
"411","p","Name of part/section of a work","Name of part/section of a work","1","0","","4","","","","","-6","","","","","9999"
"411","q","Name of meeting following jurisdiction name entry element","Name of meeting following jurisdiction name entry element","0","0","","4","","","","","-6","","","","","9999"
"411","t","Title of a work","Title of a work","0","0","","4","","","","","-6","","","","","9999"
"411","u","Affiliation","Affiliation","0","0","","4","","","","","-6","","","","","9999"
"411","v","Volume number/sequential designation","Volume number/sequential designation","0","0","","4","","","","","-6","","","","","9999"
"411","x","International Standard Serial Number","International Standard Serial Number","0","0","","4","","","","","-6","","","","","9999"
"440","6","Linkage","Linkage","0","0","","4","","","","","-6","","","","","9999"
"440","8","Field link and sequence number","Field link and sequence number","1","0","","4","","","","","-6","","","","","9999"
"440","9","9 (RLIN)","9 (RLIN)","0","0","","4","","","","0","-5","","","","","9999"
"440","a","Title","Title","0","0","biblio.seriestitle","4","","UNIF_TITLE","","","0","","'440n','440p','490a','830a','830n','830p','899a'","","","9999"
"440","n","Number of part/section of a work","Number of part/section of a work","1","0","biblioitems.number","4","","","","","0","","","","","9999"
"440","p","Name of part/section of a work","Name of part/section of a work","1","0","","4","","","","","0","","","","","9999"
"440","v","Volume number/sequential designation","Volume number/sequential designation","0","0","biblioitems.volume","4","","","","","0","","","","","9999"
"440","x","International Standard Serial Number","International Standard Serial Number","0","0","","4","","","","","0","","","","","9999"
"490","6","Linkage","Linkage","0","0","","4","","","","","-6","","","","","9999"
"490","8","Field link and sequence number","Field link and sequence number","1","0","","4","","","","","-6","","","","","9999"
"490","a","Series statement","Series statement","1","0","","4","","","","","-1","","","","","9999"
"490","l","Library of Congress call number","Library of Congress call number","0","0","","4","","","","","-6","","","","","9999"
"490","v","Volume number/sequential designation","Volume number/sequential designation","1","0","","4","","","","","-1","","","","","9999"
"490","x","International Standard Serial Number","International Standard Serial Number","0","0","","4","","","","","-1","","","","","9999"
"500","3","Materials specified","Materials specified","0","0","","5","","","","","-6","","","","","9999"
"500","5","Institution to which field applies","Institution to which field applies","0","0","","5","","","","","-6","","","","","9999"
"500","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"500","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"500","a","General note","General note","0","0","biblio.notes","5","","","","","0","","","","","9999"
"500","l","Library of Congress call number (SE) [OBSOLETE]","Library of Congress call number (SE) [OBSOLETE]","0","0","","5","","","","","-6","","","","","9999"
"500","n","n (RLIN) [OBSOLETE]","n (RLIN) [OBSOLETE]","0","0","","5","","","","","-6","","","","","9999"
"500","x","International Standard Serial Number (SE) [OBSOLETE]","International Standard Serial Number (SE) [OBSOLETE]","0","0","","5","","","","","-6","","","","","9999"
"500","z","Source of note information (AM SE) [OBSOLETE]","Source of note information (AM SE) [OBSOLETE]","0","0","","5","","","","","-6","","","","","9999"
"501","5","Institution to which field applies","Institution to which field applies","0","0","","5","","","","","-6","","","","","9999"
"501","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"501","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"501","a","With note","With note","0","0","","5","","","","","0","","","","","9999"
"502","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"502","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"502","a","Dissertation note","Dissertation note","0","0","","5","","","","","-6","","","","","9999"
"503","8","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"503","a","Bibliographic history note","Bibliographic history note","0","0","","5","","","","","-6","","","","","9999"
"504","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"504","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"504","a","Bibliography, etc","Bibliography, etc","0","0","","5","","","","","0","","","","","9999"
"504","b","Number of references","Number of references","0","0","","5","","","","","-6","","","","","9999"
"505","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"505","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"505","a","Formatted contents note","Formatted contents note","0","0","","5","","","","","0","","","","","9999"
"505","g","Miscellaneous information","Miscellaneous information","1","0","","5","","","","","0","","","","","9999"
"505","r","Statement of responsibility","Statement of responsibility","1","0","","5","","","","","0","","","","","9999"
"505","t","Title","Title","1","0","","5","","","","","0","","","","","9999"
"505","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","","5","","","","1","0","","","","","9999"
"506","2","Source of term","Source of term","0","0","","5","","","","","-6","","","","","9999"
"506","3","Materials specified","Materials specified","0","0","","5","","","","","-6","","","","","9999"
"506","5","Institution to which field applies","Institution to which field applies","0","0","","5","","","","","-6","","","","","9999"
"506","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"506","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"506","a","Terms governing access","Terms governing access","0","0","","5","","","","","-6","","","","","9999"
"506","b","Jurisdiction","Jurisdiction","1","0","","5","","","","","-6","","","","","9999"
"506","c","Physical access provisions","Physical access provisions","1","0","","5","","","","","-6","","","","","9999"
"506","d","Authorized users","Authorized users","1","0","","5","","","","","-6","","","","","9999"
"506","e","Authorization","Authorization","1","0","","5","","","","","-6","","","","","9999"
"506","f","Standardized terminology for access restriction","Standardized terminology for access restriction","1","0","","5","","","","","-6","","","","","9999"
"506","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","","5","","","","1","-6","","","","","9999"
"507","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"507","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"507","a","Representative fraction of scale note","Representative fraction of scale note","0","0","","5","","","","","-6","","","","","9999"
"507","b","Remainder of scale note","Remainder of scale note","0","0","","5","","","","","-6","","","","","9999"
"508","6","Linkage","Linkage","0","0","","5","","","","","-6","","","","","9999"
"508","8","Field link and sequence number","Field link and sequence number","1","0","","5","","","","","-6","","","","","9999"
"508","a","Creation/production credits note","Creation/production credits note","0","0","","5","","","","","-1","","","","","9999"
